row,offer_text,assigned_itemcode,assigned_itemname,label_provenance,final_verdict,replacement_itemcode,replacement_itemname,justification,verdict_source,adjudicator_verdict,adjudicator_note,n_superior_skus_found,skus_compared,label_defects,runtime_rule_defects,protein_inconsistency,pack_inconsistency,category_unreachable,multi_entity_offer
470,AlKabeer Zinger Chkn STRIPS,CKZSSB,ZING CHICKEN STRIPS -SMOKEY BUFFALO,v2_synthetic_by_construction,INCORRECT,CKZS,ZING CHICKEN STRIPS,"CKZS (ZING CHICKEN STRIPS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'strip', 'zing'] vs assigned=['chicken', 'strip', 'zing']; over-specific words replacement=0 vs assigned=2; name similarity 85.4 vs 68.0 (+17.4); protein=1 family=1 pack=unknown; spec '320 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer 'AlKabeer Zinger Chkn STRIPS' carries no flavour qualifier, yet the assigned CKZSSB is the SMOKEY BUFFALO flavour line. CKZS is literally named 'ZING CHICKEN STRIPS' - an exact identity match - and scores name=85 rank 1/237 versus 68 rank 5/237 for the assigned SKU. A specific flavour variant cannot outrank the plain base product when the offer names no flavour.",1,237,,,False,False,False,False
471,ALKABEER ZING Chckn strips,CKZSSB,ZING CHICKEN STRIPS -SMOKEY BUFFALO,v2_synthetic_by_construction,INCORRECT,CKZS,ZING CHICKEN STRIPS,"CKZS (ZING CHICKEN STRIPS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'strip', 'zing'] vs assigned=['chicken', 'strip', 'zing']; over-specific words replacement=0 vs assigned=2; name similarity 92.4 vs 77.4 (+15.0); protein=1 family=1 pack=unknown; spec '320 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,Offer 'ALKABEER ZING Chckn strips' is the plain base product; CKZS (ZING CHICKEN STRIPS) matches it verbatim at name=92 rank 1/237 while the assigned SMOKEY BUFFALO SKU CKZSSB sits at 77 rank 5/237. The 'SMOKEY BUFFALO' flavour token is entirely absent from the offer text.,1,237,,,False,False,False,False
472,Al Kabeer's ZINGER Chkn Strip,CKZSSB,ZING CHICKEN STRIPS -SMOKEY BUFFALO,v2_synthetic_by_construction,INCORRECT,CKZS,ZING CHICKEN STRIPS,"CKZS (ZING CHICKEN STRIPS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'strip', 'zing'] vs assigned=['chicken', 'strip', 'zing']; over-specific words replacement=0 vs assigned=2; name similarity 80.4 vs 64.1 (+16.3); protein=1 family=1 pack=unknown; spec '320 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer ""Al Kabeer's ZINGER Chkn Strip"" states no flavour, so the plain SKU CKZS (name=80, rank 1/237, rule=48) beats the assigned SMOKEY BUFFALO SKU CKZSSB (name=64, rank 5/237, rule=36.4 rank 11/237) by 16 name points. Assigning a named flavour variant to an unflavoured offer is a variant mismatch.",1,237,,,False,False,False,False
473,Al-Kabeer zing Chkn strips,CKZSSB,ZING CHICKEN STRIPS -SMOKEY BUFFALO,v2_synthetic_by_construction,INCORRECT,CKZS,ZING CHICKEN STRIPS,"CKZS (ZING CHICKEN STRIPS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'strip', 'zing'] vs assigned=['chicken', 'strip', 'zing']; over-specific words replacement=0 vs assigned=2; name similarity 88.0 vs 75.2 (+12.9); protein=1 family=1 pack=unknown; spec '320 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,Offer 'Al-Kabeer zing Chkn strips' contains ZING + chicken + STRIPS and nothing else; CKZS is exactly that product at name=88 rank 1/237 versus 75 for the assigned SMOKEY BUFFALO SKU. No smokey/buffalo evidence exists anywhere in the offer to justify the flavoured variant.,1,237,,,False,False,False,False
474,Al Kabeer's Zinger CHICKEN strips,CKZSSB,ZING CHICKEN STRIPS -SMOKEY BUFFALO,v2_synthetic_by_construction,INCORRECT,CKZS,ZING CHICKEN STRIPS,"CKZS (ZING CHICKEN STRIPS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'strip', 'zing'] vs assigned=['chicken', 'strip', 'zing']; over-specific words replacement=0 vs assigned=2; name similarity 90.1 vs 77.2 (+12.9); protein=1 family=1 pack=unknown; spec '320 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer ""Al Kabeer's Zinger CHICKEN strips"" names the base product only; CKZS (ZING CHICKEN STRIPS) scores name=90 rank 1/237 while the assigned CKZSSB (SMOKEY BUFFALO) scores 77 at rank 5/237. Per the business rules, flavour lines are distinct SKUs and must not absorb an unflavoured offer.",1,237,,,False,False,False,False
475,ALKABEER ZINGER Chiken Strips,CKZSSB,ZING CHICKEN STRIPS -SMOKEY BUFFALO,v2_synthetic_by_construction,INCORRECT,CKZS,ZING CHICKEN STRIPS,"CKZS (ZING CHICKEN STRIPS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'strip', 'zing'] vs assigned=['chicken', 'strip', 'zing']; over-specific words replacement=0 vs assigned=2; name similarity 91.4 vs 74.4 (+17.0); protein=1 family=1 pack=unknown; spec '320 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer 'ALKABEER ZINGER Chiken Strips' has no flavour qualifier; CKZS matches product identity exactly at name=91 rank 1/237 against 74 (rank 5/237) for the assigned SMOKEY BUFFALO SKU, whose rule score also ranks only 9/237. The 17-point name gap on an identical-identity contender is decisive.",1,237,,,False,False,False,False
476,Al kabeer Zing Chckn Strips,CKZSSB,ZING CHICKEN STRIPS -SMOKEY BUFFALO,v2_synthetic_by_construction,INCORRECT,CKZS,ZING CHICKEN STRIPS,"CKZS (ZING CHICKEN STRIPS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'strip', 'zing'] vs assigned=['chicken', 'strip', 'zing']; over-specific words replacement=0 vs assigned=2; name similarity 92.4 vs 77.4 (+15.0); protein=1 family=1 pack=unknown; spec '320 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer 'Al kabeer Zing Chckn Strips' is plain ZING CHICKEN STRIPS; CKZS scores name=92 rank 1/237 versus 77 for the assigned CKZSSB SMOKEY BUFFALO SKU. The offer supplies zero evidence for the smokey buffalo flavour line, which is a separate sellable SKU.",1,237,,,False,False,False,False
477,Alkabeer Zing Chkn Strip,CKZSSB,ZING CHICKEN STRIPS -SMOKEY BUFFALO,v2_synthetic_by_construction,INCORRECT,CKZS,ZING CHICKEN STRIPS,"CKZS (ZING CHICKEN STRIPS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'strip', 'zing'] vs assigned=['chicken', 'strip', 'zing']; over-specific words replacement=0 vs assigned=2; name similarity 85.5 vs 66.7 (+18.8); protein=1 family=1 pack=unknown; spec '320 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,Offer 'Alkabeer Zing Chkn Strip' names the base product only; CKZS matches at name=86 rank 1/237 while the assigned SMOKEY BUFFALO SKU CKZSSB scores 67 at rank 5/237 (rule rank 11/237). A flavour-specific SKU cannot be the best match for an offer that names no flavour.,1,237,,,False,False,False,False
478,ALKABEER zing AK PRO Chckn strips non spicy 1 Kg,CKZSNSAPR,AK PRO Zing Chicken Strips Non Spicy 1 kg x 10,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 1/237 (84.9).",deterministic,VERIFIED_CORRECT,"Offer explicitly states 'AK PRO', 'non spicy' and '1 Kg', all three of which are satisfied only by CKZSNSAPR (AK PRO Zing Chicken Strips Non Spicy 1kg X 10pkts): name=84.9 and rule=68.4 both rank 1/237 with pack=compatible, while every 750g/320g contender is flagged pack=INCOMPATIBLE.",0,237,,,False,False,False,False
479,Alkabeer ZINGER AK PRO Chiken Strips NOSPICY 1 kilo,CKZSNSAPR,AK PRO Zing Chicken Strips Non Spicy 1 kg x 10,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['kilo']; name rank 2/237 (76.3).",deterministic,VERIFIED_CORRECT,"Although name ties at 76 with CKZSNS, the offer's explicit 'AK PRO' sub-brand token and '1 kilo' size both point uniquely to CKZSNSAPR (1kg X 10pkts); CKZSNS is the 750g retail pack, so the stated size and sub-brand break the tie decisively in favour of the assigned SKU.",0,237,,,False,False,False,False
480,Al-Kabeer ZING AK Pro CHICKEN strips NS 1 Kg,CKZSNSAPR,AK PRO Zing Chicken Strips Non Spicy 1 kg x 10,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 2/237 (83.3).",deterministic,VERIFIED_CORRECT,"Offer states ZING + AK Pro + CHICKEN strips + NS + 1 Kg, and CKZSNSAPR matches every stated attribute (sub-brand Zing/AK PRO, family STRIPS, non-spicy variant, 1kg X 10pkts, pack=compatible, cat_ok=1). The higher-name contender CKZS (87) is plain ZING CHICKEN STRIPS 320g with pack INCOMPATIBLE and carries neither AK PRO nor non-spicy.",0,237,,,False,False,False,False
481,AL KABEER ZINGER A/K Pro Chckn Strips NON SPICY 1 Kg,CKZSNSAPR,AK PRO Zing Chicken Strips Non Spicy 1 kg x 10,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 1/237 (82.7).",deterministic,VERIFIED_CORRECT,"CKZSNSAPR ranks 1/237 on both name (82.7) and rule and matches ZINGER->Zing, A/K Pro->AK PRO, Chckn Strips->Chicken Strips, NON SPICY and 1 Kg (pack=compatible). Nearest contender CKZSNS lacks the AK PRO sub-brand and is 750g (pack INCOMPATIBLE against the stated 1 Kg).",0,237,,,False,False,False,False
482,Alkabeer Zing AK PRO Chicken strips Not Spicy 1 kilo,CKZSNSAPR,AK PRO Zing Chicken Strips Non Spicy 1 kg x 10,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Best of all 237 SKUs on name similarity (84.1, margin +3.3); no attribute conflict; pack unknown.",deterministic,VERIFIED_CORRECT,"Offer 'Zing AK PRO Chicken strips Not Spicy 1 kilo' aligns attribute-for-attribute with CKZSNSAPR, which ranks 1/237 on name (84.1) and rule with prot/fam/var all 1 and cat_ok=1. pack is only 'unknown' because '1 kilo' is unparsable, not a conflict; every rival Zing strips SKU is 750g/700g/320g and lacks AK PRO.",0,237,,,False,False,False,False
483,ALKABEER Zing AK PRO CHICKEN STRIPS Not Spicy 1 Kg,CKZSNSAPR,AK PRO Zing Chicken Strips Non Spicy 1 kg x 10,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Best of all 237 SKUs on name similarity (87.6, margin +3.8); no attribute conflict; pack compatible.",deterministic,VERIFIED_CORRECT,"CKZSNSAPR is top-ranked on name (87.6) and rule (70.7) with pack=compatible against the stated 1 Kg; it uniquely carries all four stated tokens (Zing, AK PRO, strips, Not Spicy). CKZSNS and CKZS are both pack INCOMPATIBLE and carry no AK PRO sub-brand.",0,237,,,False,False,False,False
484,Alkabeers ZINGER AK PRO CHICKEN STRIPS Not Spicy 1 kilo,CKZSNSAPR,AK PRO Zing Chicken Strips Non Spicy 1 kg x 10,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Best of all 237 SKUs on name similarity (80.1, margin +5.1); no attribute conflict; pack unknown.",deterministic,VERIFIED_CORRECT,"Assigned CKZSNSAPR ranks 1/237 on both name (80.1) and rule for an offer stating ZINGER + AK PRO + CHICKEN STRIPS + Not Spicy + 1 kilo; it is the only master SKU combining the Zing line, AK PRO sub-brand, STRIPS family and non-spicy variant at 1 kg.",0,237,,,False,False,False,False
485,Al-Kabeer ZINGER AK Pro Chckn Strips N/S 1kg,CKZSNSAPR,AK PRO Zing Chicken Strips Non Spicy 1 kg x 10,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 1/237 (73.3).",deterministic,VERIFIED_CORRECT,"N/S expands to non-spicy, and CKZSNSAPR matches Zinger/AK Pro/Chckn Strips/non-spicy/1kg with pack=compatible and rank 1/237 on name and rule. Contenders CKZSDA (spicy) and CKZSNS/CKZS (750g and 320g, pack INCOMPATIBLE) each violate a stated attribute.",0,237,,,False,False,False,False
486,Al kabeer Zinger AK Pro Chckn Strips Non spicy (1 kg),CKZSNSAPR,AK PRO Zing Chicken Strips Non Spicy 1 kg x 10,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 1/237 (82.1).",deterministic,VERIFIED_CORRECT,CKZSNSAPR and CKZSNS tie on name (82) but only the assigned SKU carries the AK Pro sub-brand stated in the offer and is pack=compatible with the stated (1 kg); CKZSNS is 8 X 750 GMS and pack INCOMPATIBLE.,0,237,,,False,False,False,False
487,Al kbeer Paratha Parathas 270 GM,VPCR,Chocolate Paratha 270 g. x 24,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 9/237 (47.1).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"The offer names no paratha flavour, and the only discriminator is the declared 270 GM, which matches VPCR (270 Gms x 24) alone; every higher-name paratha (VPMR 68, VPR 67, VRTP 60, VPRW 59) is 400g or 1200g and pack INCOMPATIBLE. The label rests entirely on the weight since 'Chocolate' is absent from the offer text, so a plain-paratha reading is not fully excluded.",0,237,,,False,False,False,False
488,AlKabeer AK PRO VEGETABLE Sambosa,CVSAPR,AK PRO VEGETABLE SAMOSA,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"Assigned SKU accounts for every distinguishing word in the offer (['pro', 'samosa', 'vegetable']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic+agent_downgrade,CORRECT_BUT_LOW_CONFIDENCE,"Product identity is essentially exact: 'AK PRO VEGETABLE Sambosa' vs CVSAPR 'AK PRO VEGETABLE SAMOSA' scores name=97 and rank 1/237, and no other SKU carries both AK PRO and vegetable samosa (CVSAA is the unbranded bulk twin, CVSAP a twin promo pack). However cat_ok=0 (runtime_category=Veg vs master cat2=Dough, flagged DEFECTS=category_gate_fail), so the deployed candidate generator could never surface this pair; the row is a defective training label despite the correct SKU choice.",0,237,,category_gate_unreachable,False,False,True,False
489,Alkaberer AK Pro Potato fries,VFAPR,AK PRO FRENCH FRIES BULK,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 2/237 (63.8).",deterministic,VERIFIED_CORRECT,"Offer states only brand + AK Pro + potato fries, and VFAPR (AK PRO FRENCH FRIES BULK) is the plain AK PRO fries SKU, top by name (63.8) and rule among all fries SKUs; the two rival AK PRO fries add attributes the offer never states (VF6APR '6x6 MM', VF6SAPR 'Salted & Coated'). The higher-name VPB is POTATO BITES, a different product identity, and CCF/FSAPR are chicken/fish with cat_ok=0.",0,237,,,False,False,False,False
490,Al kabeer AK Pro Potato fries,VFAPR,AK PRO FRENCH FRIES BULK,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 2/237 (67.4).",deterministic,VERIFIED_CORRECT,"VFAPR leads all french-fries candidates on name (67.4) and rule (55.6) and matches the two stated attributes exactly (AK Pro sub-brand, potato fries). VPB (72) is Potato Bites, a distinct product, and the higher-spec AK PRO variants introduce unstated cut/coating modifiers.",0,237,,,False,False,False,False
491,ALKABEEER AK Pro Potato fries,VFAPR,AK PRO FRENCH FRIES BULK,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 2/237 (62.5).",deterministic,VERIFIED_CORRECT,"For the plain offer 'AK Pro Potato fries', VFAPR is the plain AK PRO french fries SKU and outranks VF6APR (62 vs 52 name, 52 vs 45 rule) with cat_ok=1; VPB at name 68 is POTATO BITES, a different product identity that cannot outrank an exact fries match.",0,237,,,False,False,False,False
492,ALKABEER A/K Pro Potato fries,VFAPR,AK PRO FRENCH FRIES BULK,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 2/237 (60.1).",deterministic,VERIFIED_CORRECT,"VFAPR matches A/K Pro + potato fries with cat_ok=1 and leads the fries slate on name (60.1) and rule (48.7); rivals either differ in product identity (VPB Potato Bites, CSPCAPR prawn crispies with prot=0/cat_ok=0) or add unstated cut/coating attributes.",0,237,,,False,False,False,False
493,Alkabeer AK PRO Potato fries,VFAPR,AK PRO FRENCH FRIES BULK,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 2/237 (67.4).",deterministic,VERIFIED_CORRECT,"Identical offer semantics to rows 490/492: VFAPR is top-scoring fries SKU (name 67.4, rule 55.6, cat_ok=1) and the only AK PRO fries entry with no extra unstated modifier. VPB (name 72) is Potato Bites, a different product family.",0,237,,,False,False,False,False
494,AL KABEER A.K PRO Potato fries,VFAPR,AK PRO FRENCH FRIES BULK,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 2/237 (60.1).",deterministic,VERIFIED_CORRECT,"'A.K PRO Potato fries' maps directly to VFAPR (AK PRO FRENCH FRIES BULK), which leads the fries candidates on name (60.1) and rule (48.7) with cat_ok=1; the alternatives are either a different product (VPB bites, CSPCAPR prawns prot=0) or add unstated 6x6 MM / Salted & Coated specs.",0,237,,,False,False,False,False
495,Al Kabee A.K PRO Potato fries,VFAPR,AK PRO FRENCH FRIES BULK,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['kabee', 'potato']; name rank 2/237 (56.2).",deterministic,VERIFIED_CORRECT,"Despite a noisier brand token ('Al Kabee'), VFAPR still matches both stated attributes (A.K PRO sub-brand, potato fries) and is the highest-scoring fries SKU with cat_ok=1 (name 56.2 vs VF6APR 49, VFFA 48); VPB at 66 is Potato Bites and CSPCAPR/FSAPR are prot=0, cat_ok=0.",0,237,,,False,False,False,False
496,AL KABEER Potato fries,VFA,FRENCH FRIES 2.5x4,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 12/237 (47.4).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"The offer carries no sub-brand and no size, which correctly rules out the AK PRO fries SKUs, leaving the plain Al Kabeer french fries family; within it VFA (2.5 kg x 4) and VFFA (FRENCH FRIES 1, 1 kg x 10) are the same product differing only in a pack size the offer never states, and VFFA actually scores slightly higher on name (52 vs 47, rank 12/237 for the assigned). Per the size-not-stated rule this is unresolvable rather than wrong.",0,237,,,False,False,False,False
497,Al Kabeer's A/K Pro Potato fries 2.5 kg,VF6APR,AK PRO French Fries 2.5 kg x 4 (6x6 MM),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 3/237 (56.9).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"VF6APR and VFAPR are an exact name tie (57 each) and both are AK PRO french fries at 2.5 kg x 4 with pack=compatible against the stated 2.5 kg; VFAPR even leads on rule (47 vs 43). The offer states nothing about the 6x6 MM cut, so the choice between the two is genuinely undetermined by the text.",0,237,,,False,False,False,False
498,Alkabeer AK PRO Potato fries (2.5 kg),VF6SAPR,AK PRO French Fries Salted & Coated 2.5 kg x 4 (6x6 MM),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 4/237 (61.4).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Assigned VF6SAPR is the 'Salted & Coated' variant, an attribute absent from the plain offer, and it is outscored by the plain VFAPR (name 67 vs 61, rule 56 vs 49) and by VF6APR (64), all three being AK PRO french fries with 2.5 kg units and pack=compatible. The 6-point name delta among same-line variants is too weak to flip, but the unstated coating makes the label only marginally the best choice.",0,237,,,False,False,False,False
499,Al kabeer A.K PRO Potato fries (2.5 kg),VF6SAPR,AK PRO French Fries Salted & Coated 2.5 kg x 4 (6x6 MM),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 6/237 (56.2).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Near three-way tie among AK PRO 2.5 kg fries: VFAPR 60, VF6APR 59, assigned VF6SAPR 56, all pack=compatible with the stated (2.5 kg) and cat_ok=1. The offer gives no coating or cut token, so the 'Salted & Coated' variant is defensible but not distinguishable from the plain SKU on the offer text alone.",0,237,,,False,False,False,False
500,AL-KABEEZ AK PRO Potato fries 2.5kg,VF6SAPR,AK PRO French Fries Salted & Coated 2.5 kg x 4 (6x6 MM),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['5kg', 'potato']; name rank 7/237 (51.9).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Offer 'AK PRO Potato fries 2.5kg' matches three genuinely distinct AK PRO french-fry SKUs that all carry a 2.5 kg unit weight (VFAPR bulk name=60, VF6APR 6x6mm name=53, assigned VF6SAPR salted&coated name=52); the offer states no coating, cut or bulk indicator, so nothing objectively favours one over the others. Assigned is protein/family/pack compatible and cat_ok=1, so it remains defensible but sits below VFAPR on the undiluted name signal.",0,237,,,False,False,False,False
501,Alkabeers A/K Pro Potato fries 2.5 Kg,VF6SAPR,AK PRO French Fries Salted & Coated 2.5 kg x 4 (6x6 MM),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 7/237 (54.3).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Same three-way AK PRO 2.5 kg fries ambiguity: VFAPR and VF6APR both name=57 vs assigned VF6SAPR name=54, all pack=compatible and cat_ok=1. The offer 'A/K Pro Potato fries 2.5 Kg' declares no coating (salted & coated), cut (6x6 mm) or bulk attribute, so the deciding attribute is simply absent from the text.",0,237,,,False,False,False,False
502,Al kbeer A/K Pro Potato fries 2.5 Kg,VF6SAPR,AK PRO French Fries Salted & Coated 2.5 kg x 4 (6x6 MM),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 11/237 (48.1).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Assigned VF6SAPR is only name=48 (rank 11) while the sibling VFAPR AK PRO FRENCH FRIES BULK scores 56 on the same 2.5 kg spec; both are compatible on pack, protein, family and cat gate. Since the offer text gives no coating/cut/bulk discriminator, the assigned SKU is plausible but not demonstrably the best of the three AK PRO fries.",0,237,,,False,False,False,False
503,AL KABEER A.K PRO Potato fries 2500 gm x 3,VF6SAPR,AK PRO French Fries Salted & Coated 2.5 kg x 4 (6x6 MM),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 4/237 (58.3).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Offer '2500 gm x 3' fixes the unit weight at 2.5 kg but the pack count of 3 matches none of the masters (x6, x4, x4). Assigned VF6SAPR (name=58) is effectively tied with VFAPR (58) and below VF6APR (62), all AK PRO 2.5 kg fries with pack=compatible and cat_ok=1, so the choice among the line variants is unresolvable from the text.",0,237,,,False,False,False,False
504,Al kbeer AK Pro Potato fries 2.5 kg,VF6SAPR,AK PRO French Fries Salted & Coated 2.5 kg x 4 (6x6 MM),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 7/237 (52.9).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Assigned VF6SAPR name=53 versus sibling VFAPR name=60 on the identical 2.5 kg AK PRO french-fry spec; both compatible on prot/fam/var/pack with cat_ok=1. The offer 'AK Pro Potato fries 2.5 kg' names no coating or cut, so the salted & coated variant is asserted without textual support but no rival is objectively better either.",0,237,,,False,False,False,False
505,Al Kabeer A/K Pro Potato fries 3 x 2500g,VF6SAPR,AK PRO French Fries Salted & Coated 2.5 kg x 4 (6x6 MM),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['2500g', 'potato']; name rank 4/237 (58.3).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Offer '3 x 2500g' confirms only the 2.5 kg unit; assigned VF6SAPR (name=58) is behind VF6APR (62) and level with VFAPR (58), all three AK PRO 2.5 kg fries with pack=compatible and cat_ok=1. No coating/cut token in the offer resolves the tie, so this is a genuine near-tie rather than a wrong label.",0,237,,,False,False,False,False
506,AL KABBER AK Pro Potato fries,VFAPR,AK PRO FRENCH FRIES BULK,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['potato']; name rank 2/237 (60.0).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Offer 'AK Pro Potato fries' states no weight at all; assigned VFAPR is the top-ranked reachable SKU on both signals (rule 49.3 rank 1/237, name 60 rank 2/237) and is the plainest AK PRO french-fry master, but its 'BULK' attribute and the rival 6x6 MM and salted & coated variants are all undeclared in the offer, leaving the line variant unresolved. VPB POTATO BITES (name=66) is correctly not preferred because bites are a different product from fries.",0,237,,,False,False,False,False
